Dataset,Vocabulary,Exempt_Mode,Model_ID,SARI_Avg,SARI_Median,SARI_Min,SARI_Max,SARI_P90,BLEU_Avg,BLEU_Median,BLEU_Min,BLEU_Max,BLEU_P90,METEOR_Avg,METEOR_Median,METEOR_Min,METEOR_Max,METEOR_P90,BERTScore_Avg,BERTScore_Median,BERTScore_Min,BERTScore_Max,BERTScore_P90,Jaccard_Similarity_Avg,Jaccard_Similarity_Median,Jaccard_Similarity_Min,Jaccard_Similarity_Max,Jaccard_Similarity_P90,Cosine_Similarity_Avg,Cosine_Similarity_Median,Cosine_Similarity_Min,Cosine_Similarity_Max,Cosine_Similarity_P90,Compression_Ratio_Avg,Compression_Ratio_Median,Compression_Ratio_Min,Compression_Ratio_Max,Compression_Ratio_P90
asset,vocab_100.txt,none,EMB_SUB,24.4811,24.556,14.0859,31.7055,28.0937,1.9145,1.7912,0.0,17.7784,4.2434,6.1744,5.1813,0.0,32.3488,13.0251,67.8044,67.8707,58.4229,75.7815,71.887,2.0728,0.0,0.0,26.6667,6.25,65.0515,65.289,48.7639,73.9135,69.0017,0.9804,1.0,0.3333,2.6,1.1667
sick,vocab_100.txt,none,EMB_SUB,26.3412,29.1065,4.8657,39.375,32.6516,1.3762,0.0,0.0,15.9736,4.1673,3.2227,3.1546,0.0,23.4375,7.9493,69.1013,68.9501,63.8841,80.2254,72.3356,4.3114,4.7619,0.0,16.6667,10.0,70.3106,69.806,65.2007,78.982,73.9121,1.0,1.0,1.0,1.0,1.0
turk_corpus,vocab_200.txt,english_stopwords,MLM,30.1583,29.885,14.5934,50.6141,37.5034,12.5702,10.0527,1.278,49.2458,23.4994,38.3991,36.8317,8.427,79.9077,57.7943,78.1277,78.2144,64.9167,92.6382,85.0907,28.7285,27.2727,7.6923,73.3333,41.7204,80.1578,80.4868,62.6055,95.1621,86.9987,0.9287,0.9333,0.6897,1.0,1.0
asset,vocab_200.txt,english_stopwords,MLM,31.9432,31.4884,20.1877,52.0733,37.5886,13.458,10.9001,2.2322,57.6916,25.4091,39.7901,38.9538,11.5385,78.6774,55.4702,78.4639,78.6178,65.5831,93.4539,84.949,22.2422,21.7391,0.0,50.0,34.2105,77.7718,78.0442,59.9761,92.8715,85.0739,0.9165,0.9286,0.3,2.6,1.1129
sick,vocab_200.txt,english_stopwords,MLM,31.4147,31.3925,7.7778,63.7862,41.4371,9.4292,6.8706,0.0,59.4604,19.8518,28.2065,23.8911,0.0,82.9421,53.1477,78.3998,78.1311,67.1935,92.1529,84.128,38.4734,37.5,15.3846,71.4286,50.0,84.0327,84.4435,73.5326,94.1309,88.0063,0.9208,0.9167,0.75,1.0,1.0
turk_corpus,vocab_200.txt,english_stopwords,T5,24.12,24.1785,8.5612,42.3939,32.1812,0.7964,0.0123,0.0,7.3747,2.0981,6.7328,4.2918,0.0,40.4298,16.5095,61.1497,61.2686,44.5291,78.8488,70.2135,5.2955,0.0,0.0,40.0,16.6667,59.8898,60.1961,41.6174,82.7745,69.103,1.8446,1.3556,0.0286,15.5,4.6923
asset,vocab_200.txt,english_stopwords,T5,25.7956,25.2697,14.0859,39.697,31.4823,0.9796,0.5845,0.0,10.0208,2.183,7.5793,5.618,0.0,36.7647,18.3157,61.7235,61.8364,44.9343,81.0216,70.5062,4.8054,0.0,0.0,35.2941,14.2857,59.0985,59.8134,41.6174,78.8063,68.1989,1.8009,1.5122,0.027,10.3333,4.4286
sick,vocab_200.txt,english_stopwords,T5,25.7944,28.3529,3.5836,44.1806,32.1429,0.0622,0.0,0.0,3.3337,0.0,0.7366,0.0,0.0,21.8824,0.0,56.8344,55.5923,49.6119,77.0931,61.9687,1.1555,0.0,0.0,30.4348,0.0,59.9207,58.663,52.1692,75.3654,65.511,0.4617,0.1,0.0476,6.7778,0.2
turk_corpus,vocab_200.txt,english_stopwords,BYT5,25.4016,25.8964,10.2199,44.027,32.6161,2.8716,2.1301,0.0,19.546,5.6575,10.9489,8.8968,0.0,44.2774,22.1305,66.6473,66.6583,52.2718,78.4807,72.5182,10.597,9.0909,0.0,45.4545,20.0,66.2246,66.1458,39.537,85.3766,74.4376,1.7864,1.5217,0.0192,10.75,3.0
asset,vocab_200.txt,english_stopwords,BYT5,27.0079,26.9307,15.4195,44.6749,31.7151,3.0237,2.1602,0.0,21.3243,6.0362,12.1302,10.0806,0.0,38.4294,25.0599,67.0415,67.0129,51.7957,78.5502,72.393,9.067,8.3333,0.0,44.4444,17.9894,65.0626,65.1388,48.3187,84.4472,72.483,1.6862,1.4737,0.0294,5.3333,2.8036
sick,vocab_200.txt,english_stopwords,BYT5,28.4185,29.5676,5.8824,61.1206,36.9444,1.3722,1.3354,0.0,15.8158,2.7507,7.9,5.0378,0.0,48.6685,19.2483,67.4539,67.3567,55.0583,81.0787,72.7046,13.7778,11.1111,0.0,60.0,30.8173,69.1563,69.1294,54.2517,87.3539,77.775,2.8863,2.6667,1.2609,8.25,4.3333
turk_corpus,vocab_200.txt,english_stopwords,EMB_SUB,30.0006,29.5753,14.557,49.5121,37.4988,10.5414,7.7686,1.1777,46.8257,20.2204,32.5081,31.6447,4.5045,74.1729,50.8502,73.6924,73.6053,59.9719,86.6755,79.5455,29.0977,28.2051,8.3333,73.3333,41.2745,74.3723,74.4745,59.1699,89.9128,81.3487,0.9957,1.0,0.9038,1.0,1.0
asset,vocab_200.txt,english_stopwords,EMB_SUB,31.5863,31.2824,19.4573,52.0733,37.0258,11.0313,8.3922,1.2878,46.8257,20.1738,33.3592,32.3385,5.7471,74.1729,50.2417,73.9633,73.9812,62.5483,85.3331,80.1972,22.0132,21.0526,0.0,57.1429,33.3333,72.0009,72.1825,54.3175,85.4501,78.5855,0.9804,1.0,0.3333,2.6,1.1667
sick,vocab_200.txt,english_stopwords,EMB_SUB,31.2001,30.8555,10.3613,60.7143,41.2325,8.917,6.7543,0.0,59.4604,17.2417,27.1085,23.0913,0.0,84.3611,52.3823,76.1597,75.8649,66.0132,91.2063,80.8981,39.343,38.8889,14.2857,71.4286,50.0,80.8753,80.2586,72.3874,91.7379,85.7416,1.0,1.0,1.0,1.0,1.0
turk_corpus,vocab_200.txt,none,MLM,23.0739,23.485,9.4384,42.8786,29.601,3.775,3.1252,1.1548,17.3958,6.2958,11.9253,10.582,2.5253,43.7255,20.3643,71.2915,71.6267,56.8352,85.4467,77.0009,3.7953,2.9412,0.0,25.0,9.0909,71.0688,71.318,55.0834,84.5718,77.4151,0.7921,0.8,0.375,1.0,0.9167
asset,vocab_200.txt,none,MLM,24.6693,24.6717,14.0859,33.1997,28.5303,3.9246,3.2556,1.278,18.693,6.5673,12.6498,11.3065,3.0303,36.7647,21.3697,71.7872,72.0284,57.4812,84.7994,77.032,2.6479,0.0,0.0,21.0526,7.2816,69.9546,70.2944,53.0026,84.5718,76.3822,0.7822,0.8,0.2,2.2,1.0
sick,vocab_200.txt,none,MLM,26.4863,28.9382,3.5836,41.0451,32.7827,2.3426,2.6101,0.0,15.9736,4.9352,5.1903,4.6513,0.0,28.3951,11.1111,71.7079,71.8658,59.3375,81.6562,76.4286,5.3325,5.2632,0.0,23.5294,11.7647,73.6952,73.682,61.4771,83.7703,78.462,0.7864,0.7857,0.5333,1.0,0.9091
turk_corpus,vocab_200.txt,none,T5,22.2059,22.7479,8.5612,32.2797,28.7736,0.1819,0.0,0.0,8.5153,0.5865,2.4138,2.3364,0.0,25.4141,5.4945,56.7865,56.4485,48.0226,71.3198,62.6715,0.3036,0.0,0.0,6.25,0.0,56.0022,55.3084,44.1571,75.6414,62.7031,0.4504,0.0909,0.0192,7.625,1.6325
asset,vocab_200.txt,none,T5,23.7882,23.8831,14.0859,30.9609,27.4777,0.287,0.0006,0.0,7.5454,0.7917,2.9845,2.7473,0.0,10.8696,6.8493,57.4538,56.7462,48.5378,68.6447,62.8774,0.0458,0.0,0.0,5.8824,0.0,55.2413,54.6584,42.8458,72.3371,61.8303,0.4563,0.0833,0.027,6.1,1.7263
sick,vocab_200.txt,none,T5,25.5816,28.2205,3.5836,33.3333,31.9816,0.0,0.0,0.0,0.0002,0.0,0.0098,0.0,0.0,3.937,0.0,56.0994,55.5085,49.6119,64.912,60.5716,0.0,0.0,0.0,0.0,0.0,59.298,58.5769,52.1692,68.424,64.1298,0.1012,0.0909,0.0435,0.3333,0.1429
turk_corpus,vocab_200.txt,none,BYT5,22.4233,23.0088,8.5612,33.8863,29.0977,0.514,0.0,0.0,7.9946,1.8186,1.5976,0.0,0.0,23.3947,4.3711,63.4315,63.6673,47.1379,78.0327,68.4284,1.1913,0.0,0.0,20.0,5.0,62.2143,62.1364,43.5413,79.7841,68.3243,1.2014,1.0,0.0192,5.5,2.1451
asset,vocab_200.txt,none,BYT5,23.9676,24.0208,14.0859,30.9609,27.5731,0.5738,0.0,0.0,7.9946,2.0361,1.9722,0.0,0.0,27.2634,5.5006,63.783,63.9429,48.2716,78.5382,68.5761,0.7833,0.0,0.0,20.0,4.0,61.5737,61.6719,39.1581,76.7412,67.7473,1.1433,0.9565,0.0294,4.6667,1.9179
sick,vocab_200.txt,none,BYT5,25.8679,28.5107,3.5836,36.8815,32.2917,0.1803,0.0,0.0,3.1247,0.1123,0.8692,0.0,0.0,10.5263,4.3141,64.8499,64.5315,54.3987,74.5192,69.3166,1.6543,0.0,0.0,20.0,6.6667,65.3428,64.9465,51.868,76.8901,71.2988,2.0577,1.9199,0.5333,7.8,3.255
turk_corpus,vocab_200.txt,none,EMB_SUB,23.058,23.336,8.5612,42.8786,29.5753,2.0206,1.8161,0.0,17.7784,4.2044,6.5728,5.0505,0.0,36.7647,15.6261,68.0959,68.2444,54.1435,76.4989,72.5046,4.33,3.5714,0.0,27.7778,10.3448,67.0528,67.2773,52.3489,78.327,71.3254,0.9957,1.0,0.9038,1.0,1.0
asset,vocab_200.txt,none,EMB_SUB,24.6802,24.727,14.0859,32.3031,28.5427,2.2433,2.054,0.0,17.7784,4.7536,7.2016,5.8824,0.0,36.7647,15.7582,68.5405,68.7001,58.1457,77.4777,72.6334,2.7498,2.0408,0.0,25.0,7.4074,65.8448,66.0368,50.2626,77.4036,69.9828,0.9804,1.0,0.3333,2.6,1.1667
sick,vocab_200.txt,none,EMB_SUB,26.8472,29.5268,4.8657,38.3333,33.2162,2.1952,2.4456,0.0,15.9736,4.8797,4.9629,4.3478,0.0,34.3077,11.1111,69.8123,69.5892,64.0874,80.2254,73.1357,7.4036,7.1429,0.0,23.0769,12.5833,71.2249,70.8341,65.5087,80.9882,75.1062,1.0,1.0,1.0,1.0,1.0
turk_corpus,vocab_300.txt,english_stopwords,MLM,30.419,30.2588,14.5934,51.6388,37.9318,13.3446,10.3802,1.278,57.2867,25.0553,39.5629,38.1426,8.427,79.9077,58.8214,79.0857,79.2183,64.624,93.0282,85.4707,30.1112,28.5714,7.6923,73.3333,44.4444,81.3477,81.5852,64.986,95.1886,88.2121,0.9303,0.9348,0.6897,1.0,1.0
asset,vocab_300.txt,english_stopwords,MLM,32.2774,31.7656,20.1877,52.0733,38.5332,14.3142,11.4084,2.2322,70.5774,26.9335,41.0219,40.5644,11.5385,84.127,56.4807,79.3728,79.6835,66.2635,94.1964,85.4605,23.085,22.7273,0.0,54.5455,35.53,78.8798,79.42,60.5286,93.0902,86.0937,0.918,0.9286,0.3,2.5333,1.1129
sick,vocab_300.txt,english_stopwords,MLM,31.0938,30.7692,7.7778,73.3929,40.4841,10.1309,7.1502,0.0,88.0112,20.5606,29.6864,25.0,0.0,89.9383,56.3783,79.1902,79.0152,64.9503,94.172,85.1408,42.0221,42.8571,15.3846,71.4286,55.5556,85.4039,85.4421,73.5326,95.2723,90.7891,0.9265,0.9167,0.75,1.0,1.0
turk_corpus,vocab_300.txt,english_stopwords,T5,24.1108,24.2105,8.5612,42.7797,31.4464,0.8121,0.0012,0.0,6.948,2.208,6.6038,3.6765,0.0,37.6611,17.7846,61.9,61.813,44.5291,81.1154,71.3222,5.3102,0.0,0.0,34.6154,17.1626,60.6141,60.9927,41.6174,82.4382,70.0428,1.9704,1.6,0.0286,10.3333,4.7692
asset,vocab_300.txt,english_stopwords,T5,25.7994,25.6369,14.0859,42.059,31.3132,1.0307,0.2479,0.0,10.0393,2.6486,7.4358,5.0,0.0,38.7961,19.1762,62.5543,62.2795,44.9343,83.0479,71.3092,4.8368,0.0,0.0,32.0,14.8822,59.8691,60.3023,41.6174,77.2774,69.2562,1.9067,1.7222,0.0294,10.5,4.4286
sick,vocab_300.txt,english_stopwords,T5,25.8135,28.2967,3.5836,39.7293,32.1429,0.0764,0.0,0.0,5.8764,0.0,0.874,0.0,0.0,37.0066,0.0,58.4522,56.5801,49.6119,77.016,66.3257,1.465,0.0,0.0,32.1429,4.812,61.1006,59.6527,52.0011,77.3224,67.5217,0.7302,0.1111,0.0476,7.75,3.4302
turk_corpus,vocab_300.txt,english_stopwords,BYT5,25.6282,26.0954,10.2199,45.2033,32.8705,3.1514,2.3287,0.0,28.649,6.3475,11.4845,9.2879,0.0,47.0348,23.4862,66.9579,67.092,53.3147,84.1549,72.9192,10.707,9.0909,0.0,45.4545,21.0526,66.8748,66.4592,51.266,86.6694,75.8848,1.6729,1.4706,0.0192,10.75,2.8036
asset,vocab_300.txt,english_stopwords,BYT5,27.0744,26.7109,15.4195,44.0253,31.9728,3.2778,2.3901,0.0,29.5051,6.3733,12.2883,10.5634,0.0,47.618,24.3903,67.3697,67.3078,54.3269,82.6385,73.7292,9.1823,8.0,0.0,44.4444,19.0476,65.5913,65.5696,49.1437,86.4236,73.464,1.5826,1.4118,0.0294,4.7143,2.6
sick,vocab_300.txt,english_stopwords,BYT5,28.2825,29.4787,5.8824,58.3333,36.8878,1.4559,1.4263,0.0,15.4151,2.6707,8.7783,5.7637,0.0,65.7895,19.4026,67.9784,67.574,55.0583,83.8556,74.056,15.382,12.7717,0.0,61.5385,35.3361,70.0738,69.6076,54.2517,85.9722,79.5591,2.7837,2.5833,1.0526,8.25,4.0
turk_corpus,vocab_300.txt,english_stopwords,EMB_SUB,30.2878,29.706,14.557,51.6388,38.4439,11.3367,8.8892,1.1777,53.8693,22.1198,33.6727,32.3276,4.717,75.5952,51.7179,74.3612,74.1234,60.1215,89.3178,80.8528,30.3103,29.4118,8.3333,73.3333,42.9524,75.1976,75.5955,59.5287,91.1421,82.7739,0.9957,1.0,0.9038,1.0,1.0
asset,vocab_300.txt,english_stopwords,EMB_SUB,31.9728,31.6375,19.4573,52.0733,38.0536,11.9615,9.5193,1.2878,53.8693,21.728,34.4908,34.3077,7.6923,76.6381,52.2953,74.6293,74.6253,61.4525,88.435,80.903,22.723,21.6216,0.0,57.1429,34.0182,72.7318,72.7386,54.7325,88.212,79.4863,0.9804,1.0,0.3333,2.6,1.1667
sick,vocab_300.txt,english_stopwords,EMB_SUB,30.9097,30.5308,10.3613,58.3333,40.3413,9.6421,6.8384,0.0,66.0633,19.2577,28.87,24.7053,0.0,84.3611,56.5016,77.3075,77.0252,66.0501,91.2063,83.1559,43.0626,42.8571,14.2857,77.7778,57.1429,82.5567,82.305,73.1175,93.9507,88.3601,1.0,1.0,1.0,1.0,1.0
turk_corpus,vocab_300.txt,none,MLM,23.2176,23.519,9.4956,42.8786,29.612,3.8794,3.2186,1.023,18.7983,6.3829,12.5219,11.2782,2.5253,43.7255,22.2078,72.5592,72.7186,56.776,85.4466,77.7024,4.6437,3.7037,0.0,25.0,10.7143,72.5201,72.9367,56.2345,84.5718,78.6931,0.8089,0.8333,0.375,1.0,0.9375
asset,vocab_300.txt,none,MLM,24.8185,24.7929,14.0859,34.2457,28.8538,4.0187,3.4198,1.2505,21.1421,6.6361,13.3805,11.9617,3.0303,40.6434,23.2135,73.0331,73.3836,60.7863,86.3265,77.8395,3.2873,2.5641,0.0,23.5294,8.3688,71.3944,71.8885,53.1054,84.5718,77.8526,0.7989,0.8125,0.2,2.0667,1.0
sick,vocab_300.txt,none,MLM,26.8233,28.9382,5.8528,41.1966,33.3368,2.7279,2.9124,0.0,24.9033,5.5224,6.0258,5.5556,0.0,34.6841,12.407,73.3617,73.1583,59.3375,83.6957,78.122,7.5406,7.1429,0.0,27.7778,16.6667,75.6852,75.7844,60.4146,84.5243,80.8214,0.807,0.8182,0.5556,1.0,0.9231
turk_corpus,vocab_300.txt,none,T5,22.1955,22.7479,8.5612,33.0009,28.7736,0.18,0.0,0.0,8.5153,0.5613,1.5621,0.0,0.0,25.4141,4.2445,58.6692,58.5441,48.3917,73.3836,64.9028,0.271,0.0,0.0,6.25,0.0,58.1464,57.686,44.1571,76.3708,65.0933,0.5521,0.1176,0.0192,7.625,1.8913
asset,vocab_300.txt,none,T5,23.7865,23.8831,14.0859,30.9609,27.4589,0.3368,0.0,0.0,8.1167,0.7315,1.8865,0.0,0.0,10.8696,5.4945,59.3299,59.2245,48.5378,71.3085,65.6946,0.029,0.0,0.0,4.5455,0.0,57.3387,57.275,43.9223,69.8745,64.3111,0.5421,0.1111,0.027,6.1,1.9439
sick,vocab_300.txt,none,T5,25.5816,28.2205,3.5836,33.3333,31.9816,0.0,0.0,0.0,0.0002,0.0,0.0098,0.0,0.0,3.937,0.0,57.4552,56.2279,49.6119,67.5894,63.7695,0.0,0.0,0.0,0.0,0.0,60.4575,59.4851,52.1692,69.7908,65.8756,0.1618,0.1,0.0435,1.5,0.3333
turk_corpus,vocab_300.txt,none,BYT5,22.419,22.8973,8.5612,34.1133,29.0977,0.5805,0.0,0.0,7.9946,2.054,1.5404,0.0,0.0,23.3947,4.4615,63.7002,63.9213,47.1379,78.0327,68.8886,1.1995,0.0,0.0,23.0769,4.8095,62.8417,62.619,43.5413,79.7841,69.2291,1.1054,0.913,0.0192,5.5,2.0
asset,vocab_300.txt,none,BYT5,23.9712,23.9915,14.0859,31.8313,27.5793,0.6905,0.0,0.0,7.9946,2.4456,1.7803,0.0,0.0,27.2634,5.2083,64.231,64.4656,48.2716,78.5382,69.2376,0.7333,0.0,0.0,20.0,3.8462,62.1261,61.9922,39.1581,76.9971,68.3156,1.0515,0.8636,0.0294,5.3333,1.8212
sick,vocab_300.txt,none,BYT5,25.9208,28.4091,3.5836,37.5816,32.4138,0.2355,0.0,0.0,4.7677,1.5062,1.1325,0.0,0.0,19.3299,4.8171,65.3643,65.1211,56.7282,74.5192,70.0421,1.7786,0.0,0.0,22.2222,7.1429,66.1707,65.9271,55.0775,80.6666,72.1343,1.8519,1.7778,0.4444,6.25,2.8909
turk_corpus,vocab_300.txt,none,EMB_SUB,23.2268,23.3472,9.4956,42.8786,29.5958,2.2679,2.0316,0.0,17.7784,4.6099,7.1211,5.4745,0.0,36.7647,16.456,68.577,68.6777,54.1435,77.3632,73.2954,5.2465,4.3478,0.0,27.7778,11.7647,67.5568,67.8987,52.6613,81.0921,72.0,0.9957,1.0,0.9038,1.0,1.0
asset,vocab_300.txt,none,EMB_SUB,24.8563,24.8928,14.0859,32.431,28.6908,2.4663,2.2769,0.0,17.7784,4.9262,7.8375,6.25,0.0,36.7647,16.4197,69.0225,69.041,58.9011,77.8831,73.154,3.3521,2.7778,0.0,25.0,8.3908,66.3239,66.6497,50.5007,78.1265,70.7017,0.9804,1.0,0.3333,2.6,1.1667
sick,vocab_300.txt,none,EMB_SUB,27.1647,29.444,5.9646,38.3333,33.7324,2.5869,2.8124,0.0,24.9033,5.4496,6.0976,5.5556,0.0,49.6689,12.3457,70.3622,69.9534,64.4604,80.2254,74.1443,9.8524,9.3074,0.0,27.7778,17.6471,71.9832,71.7082,65.9645,80.9882,76.3838,1.0,1.0,1.0,1.0,1.0
turk_corpus,vocab_400.txt,english_stopwords,MLM,30.8976,30.6482,14.5934,51.6388,39.1418,14.4836,11.3106,1.278,70.3085,28.5522,40.8632,40.245,8.427,80.7299,60.7374,79.7889,80.0396,61.5571,95.3697,86.5043,31.311,30.4348,7.6923,73.3333,45.8333,82.1663,82.2653,59.2151,96.0542,88.4387,0.93,0.9333,0.6897,1.0,1.0
asset,vocab_400.txt,english_stopwords,MLM,32.7528,32.0963,20.1627,52.0733,39.7305,15.429,12.9294,2.2322,82.8966,29.9215,42.463,42.0833,11.5385,89.6518,59.5875,80.0369,80.2422,61.8782,96.9495,86.2109,23.9283,23.0769,0.0,61.9048,36.8421,79.633,80.1771,58.029,95.3,86.8696,0.9179,0.9286,0.3,2.5333,1.1111
sick,vocab_400.txt,english_stopwords,MLM,30.8908,30.6721,7.2222,73.3929,40.496,10.2993,7.4212,0.0,88.0112,20.7775,30.3319,25.822,0.0,89.9383,57.9747,79.7137,79.5215,67.1935,94.172,85.7273,43.3572,42.8571,15.3846,75.0,60.0,86.2521,86.3525,73.5326,95.6796,91.998,0.933,0.9167,0.75,1.0,1.0
turk_corpus,vocab_400.txt,english_stopwords,T5,24.1546,24.2105,8.5612,43.213,31.604,0.8519,0.0012,0.0,6.8455,2.3377,6.7073,3.6765,0.0,37.6611,19.0938,62.0337,61.9157,44.5291,81.1154,71.8365,5.3534,0.0,0.0,32.0,17.1925,60.7446,61.0731,41.6174,82.2346,70.7811,1.978,1.6053,0.0286,10.3333,4.7692
asset,vocab_400.txt,english_stopwords,T5,25.8244,25.6369,14.0859,42.059,31.2749,1.0711,0.2479,0.0,10.0208,2.8729,7.6174,5.0,0.0,38.7961,19.6974,62.6979,62.4362,44.9343,83.0479,71.9191,4.899,0.0,0.0,32.0,15.1981,60.0,60.4631,41.6174,79.6766,69.5917,1.913,1.7222,0.0294,10.5,4.4286
sick,vocab_400.txt,english_stopwords,T5,25.8507,28.294,3.5836,51.6801,32.1452,0.0975,0.0,0.0,5.8764,0.0,1.0129,0.0,0.0,42.9275,0.0,58.6715,56.5801,49.6119,78.0401,66.4307,1.704,0.0,0.0,46.6667,4.7857,61.3782,59.9513,52.0011,82.3056,67.6455,0.7073,0.1111,0.0476,7.75,3.1
turk_corpus,vocab_400.txt,english_stopwords,BYT5,25.5462,26.072,10.2199,43.4371,32.7356,3.1295,2.2732,0.0,28.649,6.3038,11.6541,9.3168,0.0,47.0348,23.6125,67.1889,67.0254,53.3147,84.1549,73.2084,10.8267,9.5238,0.0,45.4545,21.1278,67.1865,67.0275,51.266,86.6694,76.2367,1.6338,1.4286,0.0192,10.75,2.7029
asset,vocab_400.txt,english_stopwords,BYT5,27.1778,26.7664,15.5409,42.621,32.2937,3.4212,2.554,0.0,29.5051,6.6028,12.9304,11.1111,0.0,47.618,24.9212,67.645,67.438,54.3269,82.6385,73.7411,9.3275,8.6957,0.0,40.7407,19.0476,65.9555,65.7705,49.1437,86.4236,74.4381,1.5419,1.3889,0.0294,5.3333,2.5
sick,vocab_400.txt,english_stopwords,BYT5,28.4481,29.9711,5.4365,58.3333,36.4833,1.5232,1.4354,0.0,15.4151,2.8484,9.0696,5.814,0.0,65.7895,21.9296,68.1584,67.8003,52.7754,82.7255,74.6907,15.4139,12.5,0.0,63.6364,35.2941,70.4495,70.7972,47.1758,85.9722,80.3249,2.6851,2.5,0.7,8.25,4.0
turk_corpus,vocab_400.txt,english_stopwords,EMB_SUB,30.7371,30.42,14.557,51.6388,38.8124,12.3213,9.2949,1.1777,66.776,25.96,35.2187,33.9549,4.717,80.7299,53.7747,75.1269,74.9425,61.9489,91.6194,82.3557,31.4068,30.7692,7.6923,73.3333,45.4545,76.1387,76.4092,59.5945,91.6153,84.3813,0.9957,1.0,0.9038,1.0,1.0
asset,vocab_400.txt,english_stopwords,EMB_SUB,32.4219,31.8948,19.4573,52.0733,38.8393,12.9181,10.0973,1.2878,66.776,25.555,36.0696,35.8263,7.6923,81.7408,53.5714,75.3662,75.2642,62.0846,90.7264,82.1241,23.5547,22.2222,0.0,61.9048,36.1333,73.5509,73.8412,54.7325,90.8806,81.1217,0.9804,1.0,0.3333,2.6,1.1667
sick,vocab_400.txt,english_stopwords,EMB_SUB,30.6791,30.3551,7.9575,58.3333,40.3347,9.8151,6.8939,0.0,66.0633,20.1933,29.4545,25.0,0.0,84.3611,57.693,77.8671,77.6357,66.0501,90.1121,83.4124,44.5995,44.4444,14.2857,77.7778,60.0,83.2868,83.0933,73.1175,94.7846,89.5341,1.0,1.0,1.0,1.0,1.0
turk_corpus,vocab_400.txt,none,MLM,23.3498,23.7066,8.5612,41.8809,29.8497,4.0604,3.409,0.0,18.7983,7.025,13.0453,11.4155,2.381,43.7255,22.7623,73.0,73.4906,57.5714,88.0078,78.2215,5.2877,4.5455,0.0,26.3158,11.836,73.0816,73.6112,57.4185,86.7099,79.0349,0.8128,0.8333,0.3333,1.0,0.9375
asset,vocab_400.txt,none,MLM,24.943,25.1803,14.0859,34.2457,29.0486,4.1853,3.5793,1.2537,21.1421,7.2268,14.1258,12.5628,4.5872,40.6434,23.4978,73.3746,73.8679,58.6293,86.5105,78.7289,3.7326,2.9412,0.0,23.5294,9.0909,71.864,72.3612,53.1054,86.7099,78.2386,0.8024,0.8148,0.2,1.9333,1.0
sick,vocab_400.txt,none,MLM,26.8725,29.0297,4.5707,41.1966,33.3368,2.8444,3.0891,0.0,24.9033,5.5224,6.5153,5.8824,0.0,34.6841,12.5,73.8624,74.0,60.1441,83.6957,78.4779,8.3037,7.6923,0.0,27.7778,16.6667,76.5068,76.8477,60.4146,84.7422,81.0436,0.8182,0.8333,0.5556,1.0,0.9231
turk_corpus,vocab_400.txt,none,T5,22.2082,22.7479,8.5612,33.061,28.825,0.1874,0.0,0.0,8.5153,0.5865,1.5775,0.0,0.0,25.4141,4.2884,58.7602,58.5599,48.3917,74.8652,65.0318,0.2975,0.0,0.0,7.4074,0.0,58.1833,57.8928,44.1571,75.6414,65.0933,0.5629,0.1176,0.0222,7.625,1.8913
asset,vocab_400.txt,none,T5,23.8034,23.8831,14.0859,30.9609,27.4812,0.3467,0.0,0.0,8.1167,0.7917,1.9089,0.0,0.0,12.4172,5.4945,59.3969,59.3223,48.5378,71.3085,65.7081,0.0583,0.0,0.0,7.4074,0.0,57.4181,57.2848,43.9223,71.2472,64.3345,0.5583,0.1176,0.027,6.1,2.0133
sick,vocab_400.txt,none,T5,25.5816,28.2205,3.5836,33.3333,31.9816,0.0,0.0,0.0,0.0002,0.0,0.0098,0.0,0.0,3.937,0.0,57.4552,56.2279,49.6119,67.5894,63.7695,0.0,0.0,0.0,0.0,0.0,60.4575,59.4851,52.1692,69.7908,65.8756,0.1618,0.1,0.0435,1.5,0.3333
turk_corpus,vocab_400.txt,none,BYT5,22.4698,23.0088,8.5612,33.2918,29.1418,0.6241,0.0,0.0,7.9946,2.1601,1.8392,0.0,0.0,23.3947,5.0972,63.9963,64.251,47.1379,78.0327,69.2521,1.3225,0.0,0.0,25.0,5.2632,63.1844,63.1745,43.5413,82.1697,69.9557,1.056,0.8947,0.0192,5.5,1.8911
asset,vocab_400.txt,none,BYT5,24.0174,24.082,14.0859,33.5759,27.5768,0.7557,0.0,0.0,7.9946,2.5329,2.1289,0.0,0.0,27.2634,5.4721,64.5025,64.6967,48.2716,78.5382,69.6958,0.8309,0.0,0.0,20.0,4.1667,62.4916,62.4634,39.1581,81.6026,68.7158,0.9969,0.85,0.0294,4.0,1.7667
sick,vocab_400.txt,none,BYT5,25.9311,28.455,3.5836,38.2479,32.2917,0.2536,0.0,0.0,4.4569,1.5733,1.1489,0.0,0.0,14.0977,5.0051,64.7818,64.683,56.0699,76.6432,70.3826,1.9314,0.0,0.0,20.0,9.0909,65.5364,65.4305,55.0775,81.6841,72.0892,1.7574,1.6307,0.2778,6.25,2.7778
