Dataset,Vocabulary,Exempt_Mode,Model_ID,SARI_Avg,SARI_Median,SARI_Min,SARI_Max,SARI_P90,BLEU_Avg,BLEU_Median,BLEU_Min,BLEU_Max,BLEU_P90,METEOR_Avg,METEOR_Median,METEOR_Min,METEOR_Max,METEOR_P90,BERTScore_Avg,BERTScore_Median,BERTScore_Min,BERTScore_Max,BERTScore_P90,Jaccard_Similarity_Avg,Jaccard_Similarity_Median,Jaccard_Similarity_Min,Jaccard_Similarity_Max,Jaccard_Similarity_P90,Cosine_Similarity_Avg,Cosine_Similarity_Median,Cosine_Similarity_Min,Cosine_Similarity_Max,Cosine_Similarity_P90,Compression_Ratio_Avg,Compression_Ratio_Median,Compression_Ratio_Min,Compression_Ratio_Max,Compression_Ratio_P90
asset,vocab_1000.txt,none,BYT5,24.0276,24.1282,14.0859,30.9609,27.5898,0.8432,0.0,0.0,5.5224,2.6444,2.1656,0.0,0.0,27.1585,5.9035,65.2056,65.2586,55.0408,76.7197,70.0959,0.9182,0.0,0.0,13.0435,4.3874,63.4438,62.9264,49.9798,81.6026,69.6076,1.0026,0.875,0.2,4.3333,1.7102
sick,vocab_1000.txt,none,BYT5,26.0363,28.455,3.5836,39.359,32.0239,0.377,0.0,0.0,4.8912,2.0247,1.5807,0.0,0.0,29.0404,5.7019,65.494,65.5166,55.3501,81.2233,70.7532,3.2448,0.0,0.0,33.3333,11.7647,66.5083,66.1051,56.0743,87.3442,73.5103,1.8129,1.6154,0.5,4.1429,3.1268
turk_corpus,vocab_1000.txt,none,EMB_SUB,23.8739,24.3427,9.4956,42.9951,30.2183,3.2792,2.7294,0.0,17.7784,6.4293,10.7517,9.009,0.0,39.4792,23.0216,70.3949,70.5865,55.232,84.1629,75.1351,8.5355,7.5,0.0,38.0952,17.4425,69.7212,69.8487,52.3349,87.9867,74.3921,0.9957,1.0,0.9038,1.0,1.0
asset,vocab_1000.txt,none,EMB_SUB,25.4495,25.6036,14.0859,39.9001,29.4281,3.5612,3.0717,0.0,17.7784,7.1592,11.8923,10.101,0.0,53.7876,24.5247,70.7222,70.6844,59.5091,85.2156,75.3927,5.7465,4.5455,0.0,25.0,12.2959,68.5228,68.7372,49.8075,83.5457,73.2801,0.9804,1.0,0.3333,2.6,1.1667
sick,vocab_1000.txt,none,EMB_SUB,27.8974,29.418,7.7503,41.2945,34.5887,3.5668,3.4288,0.0,28.0395,6.5673,9.5176,8.0005,0.0,56.9863,21.2766,72.2334,71.9826,64.6877,83.0632,77.0556,18.8071,18.1818,0.0,46.6667,31.25,74.3421,73.5364,66.9585,85.5009,79.3884,1.0,1.0,1.0,1.0,1.0
turk_corpus,vocab_1100.txt,english_stopwords,MLM,31.8341,31.181,14.7094,56.7806,40.3619,17.0273,13.4622,1.278,79.5271,33.4709,44.362,43.5078,11.811,85.3462,65.0275,81.8204,82.0414,65.6275,95.3697,88.6081,35.0178,34.375,8.3333,87.5,50.0,84.6343,85.0289,70.8299,98.3726,91.1105,0.9389,0.9444,0.6897,1.0,1.0
asset,vocab_1100.txt,english_stopwords,MLM,33.692,32.7066,20.6529,53.8174,41.7895,18.2239,14.5358,3.3165,82.8966,35.9152,45.8692,45.3961,14.5349,89.6518,63.8889,82.0927,82.0704,65.6894,96.9495,88.1781,26.4812,25.641,4.0,61.9048,40.125,81.978,82.2592,62.4565,96.4051,88.9666,0.9266,0.9375,0.3,2.6,1.1579
sick,vocab_1100.txt,english_stopwords,MLM,30.2742,29.4305,2.0833,73.3929,42.3785,14.1699,8.9969,0.0,88.0112,34.5996,36.9893,33.6658,0.0,89.9383,68.5631,83.0835,82.4456,66.5924,97.2197,91.1053,56.7615,55.5556,18.1818,100.0,77.7778,91.1166,91.9202,75.8048,100.0,96.624,0.9603,1.0,0.8333,1.0,1.0
turk_corpus,vocab_1100.txt,english_stopwords,T5,24.6889,24.5507,8.5612,47.3068,32.8863,1.1619,0.0045,0.0,17.0597,3.1689,7.8059,3.937,0.0,51.3889,22.486,62.9642,62.8406,44.5291,87.4513,74.297,6.6114,0.0,0.0,39.0244,21.1278,61.7728,61.2581,41.6174,88.8444,74.205,2.0397,1.6957,0.0286,10.3333,4.7692
asset,vocab_1100.txt,english_stopwords,T5,26.3317,25.816,14.0859,49.2899,32.294,1.3725,0.5845,0.0,14.5932,3.9498,8.6765,5.2083,0.0,52.5465,23.0778,63.5915,62.8494,44.9343,86.4578,74.3515,5.7922,0.0,0.0,36.5854,17.2714,60.9093,60.897,41.6174,85.7134,72.8097,1.9634,1.7879,0.0294,10.5,4.4286
sick,vocab_1100.txt,english_stopwords,T5,26.025,28.294,3.5836,44.7829,32.3155,0.2124,0.0,0.0,11.1149,0.5845,1.534,0.0,0.0,33.7879,3.7519,59.2906,56.6305,49.6119,81.8295,68.1866,2.5604,0.0,0.0,45.0,7.6923,62.1475,60.4689,52.6443,86.6316,68.8161,0.6409,0.1111,0.0476,7.625,2.6557
turk_corpus,vocab_1100.txt,english_stopwords,BYT5,25.9009,26.3025,9.9666,54.1748,33.6701,3.596,2.2921,0.0,46.3531,7.4117,12.6497,9.95,0.0,53.0952,25.3742,68.2587,68.4192,52.9085,88.7363,74.4272,12.2266,10.5263,0.0,57.1429,25.0,68.7872,68.6049,51.266,93.3362,78.6496,1.5796,1.4091,0.0192,7.5,2.6733
asset,vocab_1100.txt,english_stopwords,BYT5,27.3203,27.1157,15.5409,44.428,32.5883,3.8255,2.5683,0.0,45.6741,7.8742,14.0319,11.6279,0.0,52.9487,27.6145,68.7347,68.7206,54.3269,88.346,74.9134,10.1662,8.6957,0.0,57.1429,20.8333,67.48,67.489,49.1437,87.6344,76.2169,1.493,1.3333,0.0294,5.0,2.4057
sick,vocab_1100.txt,english_stopwords,BYT5,29.8857,30.7007,3.3333,62.6984,39.8477,2.5442,1.588,0.0,18.2071,6.2504,14.2913,9.4343,0.0,65.7895,35.607,71.3589,70.9692,52.7754,88.1429,79.9517,23.241,23.5294,0.0,80.0,46.7368,74.9257,75.6035,47.1758,88.9462,84.953,2.6686,2.5,0.8,8.25,4.125
turk_corpus,vocab_1100.txt,english_stopwords,EMB_SUB,31.5682,30.8044,14.557,56.7806,40.2058,15.0049,11.1247,1.1777,75.9836,30.6538,40.0256,38.4483,7.5188,85.5159,61.8104,77.6025,77.3419,62.4001,94.102,85.2861,34.8861,33.3333,7.6923,82.3529,50.0,79.0296,79.3091,60.8239,97.8235,87.3016,0.9957,1.0,0.9038,1.0,1.0
asset,vocab_1100.txt,english_stopwords,EMB_SUB,33.3091,32.4733,19.9096,52.5104,41.4253,15.7477,12.2231,1.4252,75.9836,30.926,40.9029,40.5455,8.6957,84.0262,59.7402,77.7779,77.5377,62.7421,94.102,85.0065,25.8358,24.5283,0.0,71.4286,39.5789,76.3442,76.3575,54.8609,94.2927,84.2612,0.9804,1.0,0.3333,2.6,1.1667
sick,vocab_1100.txt,english_stopwords,EMB_SUB,29.7708,28.9141,2.0833,66.6667,41.8361,13.7725,8.623,0.0,75.9836,34.3988,36.4113,32.4518,0.0,99.8542,69.2431,81.8552,81.5092,66.8575,97.3863,89.5312,56.8813,55.5556,20.0,100.0,77.7778,89.2852,89.1509,77.1789,100.0,95.1261,1.0,1.0,1.0,1.0,1.0
turk_corpus,vocab_1100.txt,none,MLM,23.886,24.3944,9.7987,39.8446,30.38,4.6786,4.0232,0.0,18.7983,8.0088,15.827,14.17,2.5253,43.7255,26.4916,75.0068,75.368,55.3807,89.1998,79.864,7.6598,6.8966,0.0,31.8182,16.6667,75.411,75.9847,57.1023,89.552,81.3256,0.8352,0.8571,0.4545,1.0,0.9474
asset,vocab_1100.txt,none,MLM,25.4245,25.4982,14.0859,38.8228,29.4521,4.931,4.113,1.2302,21.1421,8.4636,17.1638,15.4185,3.7879,63.0252,29.222,75.418,75.9099,59.9762,89.6616,80.4815,5.5554,4.7619,0.0,23.0769,12.5,74.1538,74.8146,54.3184,88.1991,80.1601,0.8251,0.84,0.2,2.1333,1.0
sick,vocab_1100.txt,none,MLM,27.8052,29.5439,5.8824,41.7937,35.0116,3.8026,3.7106,0.0,28.0395,6.9396,10.2011,9.2168,0.0,42.0635,21.1209,76.66,76.6601,62.4829,88.6233,81.7274,15.3318,15.0,0.0,37.5,28.5714,80.1035,80.4253,66.5724,90.6588,84.7382,0.8713,0.875,0.5,1.0,1.0
turk_corpus,vocab_1100.txt,none,T5,22.2711,22.7587,8.5612,45.9631,28.8657,0.1937,0.0,0.0,8.8928,0.5845,1.5668,0.0,0.0,25.4141,4.2373,58.8349,58.7803,44.5291,81.4759,65.1117,0.4363,0.0,0.0,26.087,0.0,58.1389,58.2612,41.6174,83.9597,65.0243,0.7412,0.12,0.0222,7.75,2.48
asset,vocab_1100.txt,none,T5,23.8356,23.9312,14.0859,30.9609,27.5062,0.292,0.0,0.0,9.403,0.6951,1.8988,0.0,0.0,22.9241,5.4945,59.4911,59.4489,44.9343,81.9279,66.0766,0.1147,0.0,0.0,10.3448,0.0,57.4332,57.5641,41.6174,82.3136,64.2797,0.7196,0.1176,0.027,7.625,2.536
sick,vocab_1100.txt,none,T5,25.5816,28.2205,3.5836,33.3333,31.9816,0.0,0.0,0.0,0.0002,0.0,0.0098,0.0,0.0,3.937,0.0,57.4182,56.2045,49.6119,67.5894,63.6295,0.0,0.0,0.0,0.0,0.0,60.4263,59.4851,52.1693,69.7908,65.8301,0.1757,0.1,0.0435,4.1333,0.3333
turk_corpus,vocab_1100.txt,none,BYT5,22.5022,23.0088,8.5612,33.2918,29.2972,0.6891,0.0,0.0,4.99,2.4075,1.9621,0.0,0.0,25.6861,5.6307,64.8139,64.5923,50.4665,76.2523,70.076,1.503,0.0,0.0,25.0,5.3216,64.1434,63.5958,48.5159,82.9001,70.8994,1.0683,0.9,0.0192,5.5,2.0
asset,vocab_1100.txt,none,BYT5,24.0423,24.1317,14.0859,30.9609,27.6003,0.8287,0.0,0.0,4.9324,2.6441,2.3063,0.0,0.0,27.1585,6.2579,65.2273,64.9761,53.4732,76.7243,70.3207,0.9491,0.0,0.0,13.0435,4.5455,63.4495,62.8276,48.7698,82.1217,70.1082,1.0097,0.875,0.0294,4.3333,1.7273
sick,vocab_1100.txt,none,BYT5,26.0769,28.4944,3.5836,39.359,32.2439,0.4386,0.0,0.0,4.8912,2.1477,1.6168,0.0,0.0,29.0404,6.4961,65.5149,65.5306,55.3501,81.2233,70.8002,3.3433,0.0,0.0,33.3333,11.8382,66.4687,66.0005,56.0743,87.3442,73.6996,1.7835,1.6154,0.5,4.1429,3.0
turk_corpus,vocab_1100.txt,none,EMB_SUB,23.9215,24.3603,9.4956,42.9951,30.2739,3.3417,2.7479,0.0,17.7784,6.6002,11.1672,9.2593,0.0,47.5411,23.165,70.5397,70.6925,54.663,84.1629,75.2764,8.7841,8.0,0.0,38.0952,17.6471,69.8367,70.0674,52.694,87.9867,74.6204,0.9957,1.0,0.9038,1.0,1.0
asset,vocab_1100.txt,none,EMB_SUB,25.4951,25.6807,14.0859,39.9001,29.4617,3.644,3.0891,0.0,17.7784,7.3831,12.3367,10.4167,0.0,53.7876,24.7937,70.8481,71.0319,60.39,85.2156,75.3669,5.9452,4.878,0.0,25.0,12.5,68.6401,68.8535,50.4184,83.5457,73.3585,0.9804,1.0,0.3333,2.6,1.1667
sick,vocab_1100.txt,none,EMB_SUB,27.9989,29.4757,7.7503,41.2945,34.7677,3.6265,3.4739,0.0,28.0395,6.7562,9.7822,8.2759,0.0,56.9863,21.2766,72.4366,72.2716,64.6877,82.4727,77.3282,19.3033,18.75,0.0,46.6667,31.25,74.6397,74.0585,66.9068,85.5009,79.6041,1.0,1.0,1.0,1.0,1.0
turk_corpus,vocab_1200.txt,english_stopwords,MLM,31.8538,31.2607,13.1531,58.4694,40.6607,17.3495,13.6129,1.278,79.5271,34.7765,44.8082,44.2857,11.811,85.3462,65.9909,81.9842,82.0073,65.6275,95.3697,88.6776,35.5308,35.4839,8.3333,87.5,50.0,84.8169,85.1073,70.8299,98.3726,91.2259,0.9408,0.9444,0.6897,1.0,1.0
asset,vocab_1200.txt,english_stopwords,MLM,33.8253,32.8004,20.6529,53.8174,42.1368,18.5431,14.7101,3.3165,82.8966,37.5723,46.335,45.9429,14.5349,89.6518,64.4635,82.2451,82.1918,65.6894,96.9495,88.6928,26.8484,25.7143,4.0,61.9048,41.6667,82.18,82.4496,62.4565,96.4051,89.1378,0.9285,0.9444,0.3,2.6,1.1459
sick,vocab_1200.txt,english_stopwords,MLM,29.9989,29.3162,2.0833,73.3929,42.0107,14.1977,9.1559,0.0,88.0112,34.5996,37.222,33.9382,0.0,89.9383,70.1617,83.2652,82.6289,66.5924,97.2197,91.2656,57.458,57.1429,18.1818,100.0,77.7778,91.4371,92.1598,76.2766,100.0,96.8064,0.9618,1.0,0.8333,1.0,1.0
turk_corpus,vocab_1200.txt,english_stopwords,T5,24.7763,24.5578,8.5612,46.1305,33.275,1.192,0.0045,0.0,17.0597,3.2834,8.0306,3.937,0.0,51.3889,23.1706,63.1141,62.8578,44.5291,87.4513,74.5496,6.7373,0.0,0.0,41.6667,20.8527,61.9602,61.4593,41.6174,88.8444,74.8488,2.0469,1.7222,0.0286,10.3333,4.7692
asset,vocab_1200.txt,english_stopwords,T5,26.4337,25.8581,14.0859,49.2899,32.5991,1.4131,0.5845,0.0,14.5932,3.9978,8.8438,5.4945,0.0,52.5465,23.8218,63.7389,63.1951,44.9343,86.4578,74.8657,5.9149,0.0,0.0,39.2857,17.413,61.0729,61.0407,41.6174,85.7134,73.0987,1.9662,1.8,0.0294,10.5,4.3714
sick,vocab_1200.txt,english_stopwords,T5,26.0328,28.294,3.5836,46.0941,32.4074,0.2168,0.0,0.0,11.1149,0.5845,1.6112,0.0,0.0,33.7879,3.9433,59.312,56.6305,49.6119,81.8295,68.2714,2.5974,0.0,0.0,45.0,7.6923,62.1604,60.4689,52.6443,86.6316,68.9604,0.6408,0.1111,0.0476,7.625,2.6557
turk_corpus,vocab_1200.txt,english_stopwords,BYT5,26.0941,26.3025,9.9666,54.1748,34.0806,3.7336,2.3576,0.0,46.3531,7.9898,13.1571,10.3093,0.0,53.0952,25.8857,68.4666,68.5207,52.9085,88.7363,74.8065,12.5024,10.7143,0.0,57.1429,25.0,68.9375,68.6577,51.266,93.3362,79.1609,1.568,1.4,0.0192,7.5,2.6273
asset,vocab_1200.txt,english_stopwords,BYT5,27.5398,27.1564,16.2121,44.428,33.1299,3.9837,2.628,0.0,45.6741,8.3806,14.5261,11.7768,0.0,53.3356,29.0271,68.9345,68.8416,54.3269,88.346,75.4236,10.4643,9.0909,0.0,57.1429,21.1278,67.6676,67.5084,49.8399,87.6344,76.6199,1.483,1.3333,0.0294,5.0,2.3877
sick,vocab_1200.txt,english_stopwords,BYT5,29.998,30.7692,3.3333,62.6984,39.5742,2.6385,1.6467,0.0,19.0561,6.2932,14.7096,10.2567,0.0,65.7895,36.5949,71.5822,71.2237,52.7754,88.1429,79.9877,23.9393,23.9048,0.0,80.0,50.0,75.1917,76.0191,47.1758,88.9462,85.0297,2.6593,2.5,0.8667,8.25,4.0125
turk_corpus,vocab_1200.txt,english_stopwords,EMB_SUB,31.5877,30.8359,12.4865,55.1367,40.2598,15.2346,11.2085,1.1777,75.9836,30.7394,40.631,39.8919,7.5188,85.5159,63.0298,77.8227,77.6015,64.6935,94.102,85.5015,35.3525,33.3333,7.6923,82.3529,50.0,79.3111,79.5314,60.8239,97.8235,87.8717,0.9957,1.0,0.9038,1.0,1.0
asset,vocab_1200.txt,english_stopwords,EMB_SUB,33.4112,32.6268,19.9096,52.5104,41.5795,15.9784,12.2278,1.4252,75.9836,32.2752,41.5206,40.7801,8.6957,84.0262,61.0335,78.0002,77.7485,63.2151,94.102,85.2753,26.1261,25.0,0.0,71.4286,40.7407,76.6074,76.6866,55.8155,94.2927,84.7603,0.9804,1.0,0.3333,2.6,1.1667
sick,vocab_1200.txt,english_stopwords,EMB_SUB,29.5775,28.8252,2.0833,66.6667,41.8361,13.853,8.643,0.0,75.9836,34.5207,36.6874,33.3333,0.0,99.8542,69.2431,82.0565,81.6553,67.7216,97.3863,89.6798,57.5985,57.1429,20.0,100.0,77.7778,89.6193,89.8045,76.0778,100.0,95.2436,1.0,1.0,1.0,1.0,1.0
turk_corpus,vocab_1200.txt,none,MLM,23.921,24.5236,9.7987,39.8446,30.3542,4.7398,4.0654,0.0,18.7983,8.0744,16.2469,14.4121,3.6232,47.043,27.0003,75.2299,75.5649,55.3807,89.1998,79.9917,7.9864,7.1429,0.0,34.7826,16.6667,75.6827,76.3045,57.1023,89.552,81.4399,0.8379,0.8571,0.4545,1.0,0.95
asset,vocab_1200.txt,none,MLM,25.4727,25.4982,14.0859,38.8228,29.5251,5.0328,4.1961,1.2302,21.1421,8.6938,17.692,15.7873,4.5872,63.0252,30.4501,75.6254,75.9274,59.9762,89.6616,80.7297,5.8131,5.2632,0.0,23.0769,12.5,74.4195,75.0114,54.3184,88.1991,80.215,0.828,0.8421,0.2,2.1333,1.0279
sick,vocab_1200.txt,none,MLM,27.8149,29.5637,5.8824,41.7937,35.0424,3.8394,3.7267,0.0,28.0395,7.1465,10.3157,9.3025,0.0,42.0635,21.1417,76.7203,76.7885,62.4829,88.6233,81.7274,15.6961,15.1923,0.0,44.4444,28.5714,80.2741,80.5179,66.5724,90.6588,84.7432,0.8706,0.875,0.5,1.0,1.0
turk_corpus,vocab_1200.txt,none,T5,22.2743,22.7587,8.5612,46.9946,28.8657,0.21,0.0,0.0,14.1179,0.5845,1.6089,0.0,0.0,40.4348,4.2373,58.8724,58.7803,44.5291,86.7866,65.168,0.4744,0.0,0.0,38.0952,0.0,58.1939,58.3197,41.6174,89.64,65.0865,0.7416,0.12,0.0222,7.75,2.5007
asset,vocab_1200.txt,none,T5,23.8476,23.9312,14.0859,30.9609,27.5062,0.3083,0.0,0.0,14.7763,0.6951,1.9205,0.0,0.0,33.3686,5.4945,59.5262,59.4977,44.9343,87.2582,66.0766,0.1435,0.0,0.0,12.5,0.0,57.4901,57.6165,41.6174,87.7057,64.3346,0.7198,0.1176,0.027,7.625,2.5667
sick,vocab_1200.txt,none,T5,25.5816,28.2205,3.5836,33.3333,31.9816,0.0,0.0,0.0,0.0002,0.0,0.0098,0.0,0.0,3.937,0.0,57.4182,56.2045,49.6119,67.5894,63.6295,0.0,0.0,0.0,0.0,0.0,60.4263,59.4851,52.1693,69.7908,65.8301,0.1757,0.1,0.0435,4.1333,0.3333
turk_corpus,vocab_1200.txt,none,BYT5,22.4972,23.0513,8.5612,33.2918,29.2937,0.6641,0.0,0.0,4.5739,2.4525,1.9719,0.0,0.0,34.4849,5.3068,64.7686,64.5934,49.8677,77.6094,69.3238,1.5409,0.0,0.0,25.0,5.8824,63.9441,63.6081,50.1275,82.9001,70.8777,1.0421,0.8824,0.0192,5.5,1.8295
asset,vocab_1200.txt,none,BYT5,24.0375,24.1569,14.0859,30.9609,27.6174,0.7878,0.0,0.0,7.4956,2.6312,2.2831,0.0,0.0,30.5473,6.0831,65.1509,64.9391,54.4434,76.7243,69.9566,0.9422,0.0,0.0,13.0435,4.5455,63.2759,63.0354,49.1321,82.1217,69.8761,0.9803,0.85,0.0294,4.3333,1.7055
sick,vocab_1200.txt,none,BYT5,26.0536,28.5502,3.5836,39.359,32.2439,0.384,0.0,0.0,4.8912,2.0244,1.4288,0.0,0.0,29.0404,5.4408,65.2546,65.0795,56.3681,81.2233,70.6991,2.8619,0.0,0.0,30.0,10.5848,66.0671,65.4951,55.285,87.3442,73.1113,1.727,1.5833,0.5,4.1429,2.6067
turk_corpus,vocab_1200.txt,none,EMB_SUB,23.9681,24.4761,9.4956,42.9951,30.34,3.4604,2.8398,0.0,17.7784,7.0357,11.5425,9.715,0.0,47.5411,23.5468,70.6801,70.78,54.663,84.1629,75.309,9.1092,8.3333,0.0,38.0952,18.5185,69.9881,70.1343,53.2915,87.9867,74.9511,0.9957,1.0,0.9038,1.0,1.0
asset,vocab_1200.txt,none,EMB_SUB,25.5527,25.7216,14.0859,39.9001,29.5221,3.7969,3.1466,0.0,17.7784,7.4956,12.7568,10.6481,0.0,53.7876,25.1041,70.9841,71.1206,60.39,85.2156,75.5013,6.1626,5.4054,0.0,25.0,12.7907,68.786,68.8775,50.7336,83.5457,73.6355,0.9804,1.0,0.3333,2.6,1.1667
sick,vocab_1200.txt,none,EMB_SUB,28.0248,29.4757,7.7503,41.2945,34.7677,3.6857,3.5747,0.0,28.0395,6.7705,10.0014,8.3916,0.0,56.9863,21.2786,72.5764,72.3715,64.6877,83.4273,77.5999,19.7477,20.0,0.0,46.6667,33.3333,74.8516,74.5553,66.9068,90.2761,79.6041,1.0,1.0,1.0,1.0,1.0
turk_corpus,vocab_1300.txt,english_stopwords,MLM,31.8865,31.2521,13.1531,58.4694,40.8301,17.5212,13.8881,1.278,79.5271,35.7963,45.183,44.4444,11.811,85.3462,66.2411,82.1769,82.3419,66.1377,95.3697,88.7035,35.8563,35.8974,10.0,87.5,50.0,85.049,85.6984,70.5447,98.3726,91.2259,0.9427,0.9444,0.6897,1.0,1.0
asset,vocab_1300.txt,english_stopwords,MLM,33.8706,32.9136,20.6529,53.8174,42.3541,18.6524,14.9808,3.3165,82.8966,37.5723,46.6739,46.046,14.5349,89.6518,64.4635,82.4206,82.421,66.3014,96.9495,88.709,27.0101,25.641,4.0,61.9048,42.331,82.3888,82.6077,64.4798,96.4051,89.1378,0.9303,0.9444,0.3,2.6,1.1459
sick,vocab_1300.txt,english_stopwords,MLM,29.9608,29.2172,2.0833,73.3929,41.8831,14.6427,9.8099,0.0,88.0112,36.0006,38.1229,35.4938,0.0,89.9383,71.1216,83.5292,83.1021,65.7794,97.2197,91.473,58.6217,60.0,18.1818,100.0,77.8571,91.8158,92.4409,76.2766,100.0,96.9615,0.9661,1.0,0.8333,1.0,1.0
turk_corpus,vocab_1300.txt,english_stopwords,T5,24.849,24.7083,8.5612,46.1305,33.5858,1.2227,0.0045,0.0,17.0597,3.1795,8.0451,3.937,0.0,50.9044,23.1706,63.2129,62.9177,44.5291,87.4513,74.6155,6.878,0.0,0.0,41.9355,21.0299,62.0321,61.5296,41.6174,88.8444,74.7834,2.061,1.7222,0.0286,10.3333,4.7692
asset,vocab_1300.txt,english_stopwords,T5,26.5212,25.9052,14.0859,49.2899,32.9219,1.4373,0.5845,0.0,14.5932,4.2144,8.9824,5.4945,0.0,52.5465,24.4246,63.8422,63.2066,44.9343,87.5004,75.2023,6.0678,0.0,0.0,41.9355,17.5714,61.148,61.091,41.6174,85.7134,73.0519,1.9804,1.8235,0.0294,10.5,4.4286
sick,vocab_1300.txt,english_stopwords,T5,26.0354,28.294,3.5836,46.0941,32.293,0.2215,0.0,0.0,11.1149,0.5845,1.7235,0.0,0.0,36.7706,4.0673,59.3524,56.6305,49.6119,82.8901,68.2714,2.7017,0.0,0.0,52.9412,7.7564,62.1937,60.4689,52.6443,86.6316,69.1022,0.6402,0.1111,0.0476,7.625,2.6875
turk_corpus,vocab_1300.txt,english_stopwords,BYT5,26.1916,26.2298,9.9666,54.1748,33.952,3.8594,2.3969,0.0,46.3531,8.3646,13.3609,10.4167,0.0,53.0952,25.8857,68.5675,68.7302,52.9085,88.7363,74.8423,12.7654,11.1111,0.0,57.1429,26.1327,69.1632,68.9168,47.195,93.3362,79.1733,1.5761,1.4,0.0192,7.5,2.6762
asset,vocab_1300.txt,english_stopwords,BYT5,27.6392,27.1157,16.2121,44.428,33.603,4.1322,2.7157,0.0,45.6741,8.9011,14.7607,11.8343,0.0,53.3356,29.4141,69.0396,69.1131,54.3269,88.346,75.4469,10.6733,9.0909,0.0,57.1429,21.4286,67.8509,67.5788,46.7876,87.6344,77.384,1.4881,1.3182,0.0294,5.0,2.4057
sick,vocab_1300.txt,english_stopwords,BYT5,30.1646,30.9358,3.3333,62.6984,39.8477,2.7988,1.6504,0.0,20.8633,6.414,15.3396,10.7335,0.0,65.7895,37.3118,71.999,71.8369,57.0622,88.1429,80.1816,24.7097,25.0,0.0,80.0,50.0,75.6612,76.5975,55.417,88.9462,85.1995,2.6355,2.4226,0.8667,8.25,4.0125
turk_corpus,vocab_1300.txt,english_stopwords,EMB_SUB,31.6153,30.8543,12.4865,55.1367,40.6242,15.4062,11.3616,1.1777,75.9836,30.8133,41.0421,40.5455,7.5188,85.5159,63.5548,78.0678,77.7366,64.6935,94.102,85.6932,35.6933,34.7826,13.3333,82.3529,50.0,79.593,79.6178,61.0677,97.5214,87.921,0.9957,1.0,0.9038,1.0,1.0
asset,vocab_1300.txt,english_stopwords,EMB_SUB,33.4618,32.6268,19.9096,52.5104,41.6488,16.1709,12.5624,1.4252,75.9836,32.2752,41.8988,40.9174,8.6957,84.0262,61.3189,78.2273,77.9414,63.2151,94.102,85.5392,26.341,25.0,0.0,71.4286,41.1765,76.859,76.8631,55.8155,94.2927,85.0006,0.9804,1.0,0.3333,2.6,1.1667
sick,vocab_1300.txt,english_stopwords,EMB_SUB,29.5566,28.726,2.0833,66.6667,41.4689,14.3089,8.9377,0.0,75.9836,35.5439,37.3569,33.5135,0.0,99.8542,70.5345,82.225,81.9225,67.7216,97.3863,90.0492,58.8086,60.0,27.2727,100.0,77.7778,89.9192,90.2959,76.0778,100.0,95.6975,1.0,1.0,1.0,1.0,1.0
turk_corpus,vocab_1300.txt,none,MLM,23.9935,24.5684,9.7987,39.8446,30.4359,4.802,4.0859,0.0,18.7983,8.2952,16.5391,14.7059,3.6232,49.6224,27.0003,75.4154,75.7025,60.3501,89.1998,80.4708,8.2639,7.2727,0.0,34.7826,16.7816,75.9161,76.5451,59.1963,89.552,81.822,0.8402,0.8571,0.4545,1.0,0.95
asset,vocab_1300.txt,none,MLM,25.5306,25.6459,14.0859,38.8228,29.6489,5.0949,4.3007,1.2302,21.1421,8.897,17.9419,15.8281,4.5872,63.0252,30.4768,75.8428,76.0717,63.0569,89.6616,80.9535,6.0372,5.4054,0.0,23.0769,13.3333,74.6405,75.3925,55.0074,88.1991,80.8216,0.83,0.8462,0.2,2.1333,1.0403
sick,vocab_1300.txt,none,MLM,27.9053,29.6344,5.8824,41.7937,35.1859,3.9806,3.7478,0.0,28.0395,7.215,10.812,10.2567,0.0,42.0635,21.2963,76.8799,77.008,62.4829,88.6233,81.7806,16.2855,15.7895,0.0,44.4444,28.5714,80.4946,80.7823,69.9855,90.6588,84.8673,0.8749,0.875,0.5,1.0,1.0
turk_corpus,vocab_1300.txt,none,T5,22.2885,22.7911,8.5612,46.9946,28.8657,0.2119,0.0,0.0,14.1179,0.5845,1.6269,0.0,0.0,40.4348,4.2373,58.9131,58.801,44.5291,86.7866,65.168,0.523,0.0,0.0,38.0952,0.0,58.23,58.3197,41.6174,89.64,65.0865,0.7584,0.125,0.0222,7.75,2.7818
asset,vocab_1300.txt,none,T5,23.8616,23.9537,14.0859,30.9609,27.4946,0.3121,0.0,0.0,14.7763,0.7125,1.9525,0.0,0.0,33.3686,5.4945,59.5622,59.4977,44.9343,87.2582,66.0766,0.2037,0.0,0.0,12.5,0.0,57.5271,57.6165,41.6174,87.7057,64.3671,0.7367,0.1176,0.027,7.625,2.6261
sick,vocab_1300.txt,none,T5,25.5816,28.2205,3.5836,33.3333,31.9816,0.0,0.0,0.0,0.0002,0.0,0.0098,0.0,0.0,3.937,0.0,57.4182,56.2045,49.6119,67.5894,63.6295,0.0,0.0,0.0,0.0,0.0,60.4263,59.4851,52.1693,69.7908,65.8301,0.1757,0.1,0.0435,4.1333,0.3333
